"TRACT","DATE","START","END","AVAIL"
20,"2019-02-26",NA,NA,0
20,"2019-02-27",NA,NA,0
20,"2019-02-28",NA,NA,0
20,"2019-03-01",NA,NA,0
20,"2019-03-02",NA,NA,0
20,"2019-03-03",NA,NA,0
20,"2019-03-27",NA,NA,0
20,"2019-03-28",NA,NA,0
20,"2019-03-29",NA,NA,0
20,"2019-03-30",NA,NA,0
20,"2019-03-31",NA,NA,0
20,"2019-04-01",NA,NA,0
20,"2019-04-02",NA,NA,0
20,"2019-04-26","20:09:35","22:00:00",6625
20,"2019-04-27",NA,NA,0
20,"2019-04-28",NA,NA,0
20,"2019-04-29",NA,NA,0
20,"2019-04-30",NA,NA,0
20,"2019-05-01",NA,NA,0
20,"2019-05-02",NA,NA,0
20,"2019-05-03",NA,NA,0
20,"2019-05-04",NA,NA,0
20,"2019-05-05",NA,NA,0
20,"2019-05-27",NA,NA,0
20,"2019-05-28",NA,NA,0
20,"2019-05-29",NA,NA,0
20,"2019-05-30",NA,NA,0
20,"2019-05-31","06:00:00","22:00:00",57600
20,"2019-06-01",NA,NA,0
20,"2019-06-02",NA,NA,0
20,"2019-06-03",NA,NA,0
20,"2019-06-04",NA,NA,0
20,"2019-06-05",NA,NA,0
20,"2019-06-06",NA,NA,0
20,"2019-06-07",NA,NA,0
20,"2019-06-08",NA,NA,0
20,"2019-06-26",NA,NA,0
20,"2019-06-27",NA,NA,0
20,"2019-06-28","18:55:13","22:00:00",11087
20,"2019-06-29","16:32:47","17:15:31",2564
20,"2019-06-30","06:00:00","08:08:03",7683
20,"2019-07-01",NA,NA,0
20,"2019-07-02",NA,NA,0
20,"2019-07-03",NA,NA,0
20,"2019-07-04",NA,NA,0
20,"2019-07-27",NA,NA,0
20,"2019-07-28",NA,NA,0
20,"2019-07-29","21:46:58","22:00:00",782
20,"2019-07-30",NA,NA,0
20,"2019-07-31","06:00:00","22:00:00",57600
20,"2019-08-01","06:00:00","14:47:04",31624
20,"2019-08-02",NA,NA,0
20,"2019-08-03",NA,NA,0
20,"2019-08-04",NA,NA,0
20,"2019-08-05",NA,NA,0
20,"2019-08-27",NA,NA,0
20,"2019-08-28","06:00:00","13:02:10",25330
20,"2019-08-28","20:14:29","20:16:29",120
20,"2019-08-28","20:17:29","20:34:28",1019
20,"2019-08-28","20:35:30","20:37:29",119
20,"2019-08-29",NA,NA,0
20,"2019-08-30",NA,NA,0
20,"2019-08-31","06:00:00","16:33:05",37985
20,"2019-09-01",NA,NA,0
20,"2019-09-02",NA,NA,0
20,"2019-09-03",NA,NA,0
20,"2019-09-04",NA,NA,0
20,"2019-09-05",NA,NA,0
20,"2019-09-06",NA,NA,0
20,"2019-09-07",NA,NA,0
20,"2019-09-08",NA,NA,0
20,"2019-09-27",NA,NA,0
20,"2019-09-28",NA,NA,0
20,"2019-09-29",NA,NA,0
20,"2019-09-30","20:48:26","22:00:00",4294
20,"2019-10-01","06:00:00","22:00:00",57600
20,"2019-10-02","06:00:00","22:00:00",57600
20,"2019-10-03","06:00:00","22:00:00",57600
20,"2019-10-04","06:00:00","22:00:00",57600
20,"2019-10-05","06:00:00","20:48:26",53306
20,"2019-10-28",NA,NA,0
20,"2019-10-29",NA,NA,0
20,"2019-10-30",NA,NA,0
20,"2019-10-31",NA,NA,0
20,"2019-11-01",NA,NA,0
20,"2019-11-02",NA,NA,0
20,"2019-11-03",NA,NA,0
20,"2019-11-04",NA,NA,0
20,"2019-11-05",NA,NA,0
21.01,"2019-01-01",NA,NA,0
21.01,"2019-01-27",NA,NA,0
21.01,"2019-01-28",NA,NA,0
21.01,"2019-01-29",NA,NA,0
21.01,"2019-01-30",NA,NA,0
21.01,"2019-01-31",NA,NA,0
21.01,"2019-02-01",NA,NA,0
21.01,"2019-02-02",NA,NA,0
21.01,"2019-02-03",NA,NA,0
21.01,"2019-02-26",NA,NA,0
21.01,"2019-02-27",NA,NA,0
21.01,"2019-02-28",NA,NA,0
21.01,"2019-03-01",NA,NA,0
21.01,"2019-03-02",NA,NA,0
21.01,"2019-03-03",NA,NA,0
21.01,"2019-03-27",NA,NA,0
21.01,"2019-03-28",NA,NA,0
21.01,"2019-03-29",NA,NA,0
21.01,"2019-03-30",NA,NA,0
21.01,"2019-03-31",NA,NA,0
21.01,"2019-04-01",NA,NA,0
21.01,"2019-04-02",NA,NA,0
21.01,"2019-04-26",NA,NA,0
21.01,"2019-04-27","15:46:56","19:11:39",12283
21.01,"2019-04-28",NA,NA,0
21.01,"2019-04-29",NA,NA,0
21.01,"2019-04-30",NA,NA,0
21.01,"2019-05-01",NA,NA,0
21.01,"2019-05-02",NA,NA,0
21.01,"2019-05-03",NA,NA,0
21.01,"2019-05-04",NA,NA,0
21.01,"2019-05-05",NA,NA,0
21.01,"2019-05-27",NA,NA,0
21.01,"2019-05-28",NA,NA,0
21.01,"2019-05-29",NA,NA,0
21.01,"2019-05-30",NA,NA,0
21.01,"2019-05-31",NA,NA,0
21.01,"2019-06-01",NA,NA,0
21.01,"2019-06-02",NA,NA,0
21.01,"2019-06-03",NA,NA,0
21.01,"2019-06-04",NA,NA,0
21.01,"2019-06-05",NA,NA,0
21.01,"2019-06-06",NA,NA,0
21.01,"2019-06-07",NA,NA,0
21.01,"2019-06-08",NA,NA,0
21.01,"2019-06-26",NA,NA,0
21.01,"2019-06-27","21:32:29","21:51:49",1160
21.01,"2019-06-28",NA,NA,0
21.01,"2019-06-29",NA,NA,0
21.01,"2019-06-30",NA,NA,0
21.01,"2019-07-01",NA,NA,0
21.01,"2019-07-02",NA,NA,0
21.01,"2019-07-03",NA,NA,0
21.01,"2019-07-04",NA,NA,0
21.01,"2019-07-27",NA,NA,0
21.01,"2019-07-28","16:40:33","17:43:10",3757
21.01,"2019-07-29",NA,NA,0
21.01,"2019-07-30","19:24:45","20:03:12",2307
21.01,"2019-07-31","06:00:00","11:51:08",21068
21.01,"2019-08-01",NA,NA,0
21.01,"2019-08-02",NA,NA,0
21.01,"2019-08-03",NA,NA,0
21.01,"2019-08-04",NA,NA,0
21.01,"2019-08-05",NA,NA,0
21.01,"2019-08-27","12:42:24","22:00:00",33456
21.01,"2019-08-28",NA,NA,0
21.01,"2019-08-29","16:27:27","17:47:44",4817
21.01,"2019-08-29","21:06:54","22:00:00",3186
21.01,"2019-08-30",NA,NA,0
21.01,"2019-08-31",NA,NA,0
21.01,"2019-09-01",NA,NA,0
21.01,"2019-09-02",NA,NA,0
21.01,"2019-09-03",NA,NA,0
21.01,"2019-09-04",NA,NA,0
21.01,"2019-09-05",NA,NA,0
21.01,"2019-09-06",NA,NA,0
21.01,"2019-09-07",NA,NA,0
21.01,"2019-09-08",NA,NA,0
21.01,"2019-09-27",NA,NA,0
21.01,"2019-09-28",NA,NA,0
21.01,"2019-09-29",NA,NA,0
21.01,"2019-09-30",NA,NA,0
21.01,"2019-10-01",NA,NA,0
21.01,"2019-10-02",NA,NA,0
21.01,"2019-10-03",NA,NA,0
21.01,"2019-10-04",NA,NA,0
21.01,"2019-10-05",NA,NA,0
21.01,"2019-10-28",NA,NA,0
21.01,"2019-10-29",NA,NA,0
21.01,"2019-10-30",NA,NA,0
21.01,"2019-10-31",NA,NA,0
21.01,"2019-11-01",NA,NA,0
21.01,"2019-11-02",NA,NA,0
21.01,"2019-11-03",NA,NA,0
21.01,"2019-11-04",NA,NA,0
21.01,"2019-11-05",NA,NA,0
21.02,"2019-01-01",NA,NA,0
21.02,"2019-01-27",NA,NA,0
21.02,"2019-01-28","20:55:35","21:00:43",308
21.02,"2019-01-28","21:10:00","22:00:00",3000
21.02,"2019-01-29","19:48:41","20:49:22",3641
21.02,"2019-01-29","20:51:42","22:00:00",4098
21.02,"2019-01-30",NA,NA,0
21.02,"2019-01-31",NA,NA,0
21.02,"2019-02-01",NA,NA,0
21.02,"2019-02-02",NA,NA,0
21.02,"2019-02-03",NA,NA,0
21.02,"2019-02-26",NA,NA,0
21.02,"2019-02-27",NA,NA,0
21.02,"2019-02-28",NA,NA,0
21.02,"2019-03-01",NA,NA,0
21.02,"2019-03-02",NA,NA,0
21.02,"2019-03-03",NA,NA,0
21.02,"2019-03-27",NA,NA,0
21.02,"2019-03-28",NA,NA,0
21.02,"2019-03-29",NA,NA,0
21.02,"2019-03-30",NA,NA,0
21.02,"2019-03-31",NA,NA,0
21.02,"2019-04-01",NA,NA,0
21.02,"2019-04-02",NA,NA,0
21.02,"2019-04-26",NA,NA,0
21.02,"2019-04-27",NA,NA,0
21.02,"2019-04-28",NA,NA,0
21.02,"2019-04-29",NA,NA,0
21.02,"2019-04-30",NA,NA,0
21.02,"2019-05-01",NA,NA,0
21.02,"2019-05-02",NA,NA,0
21.02,"2019-05-03",NA,NA,0
21.02,"2019-05-04",NA,NA,0
21.02,"2019-05-05",NA,NA,0
21.02,"2019-05-27",NA,NA,0
21.02,"2019-05-28",NA,NA,0
21.02,"2019-05-29","19:07:25","22:00:00",10355
21.02,"2019-05-30","18:26:13","22:00:00",12827
21.02,"2019-05-31","06:00:00","14:51:17",31877
21.02,"2019-06-01",NA,NA,0
21.02,"2019-06-02",NA,NA,0
21.02,"2019-06-03",NA,NA,0
21.02,"2019-06-04",NA,NA,0
21.02,"2019-06-05",NA,NA,0
21.02,"2019-06-06",NA,NA,0
21.02,"2019-06-07",NA,NA,0
21.02,"2019-06-08",NA,NA,0
21.02,"2019-06-26","13:34:52","19:53:39",22727
21.02,"2019-06-27","09:15:25","15:49:17",23632
21.02,"2019-06-28","18:46:25","22:00:00",11615
21.02,"2019-06-29","21:09:27","21:10:42",75
21.02,"2019-06-29","21:59:15","22:00:00",45
21.02,"2019-06-30",NA,NA,0
21.02,"2019-07-01",NA,NA,0
21.02,"2019-07-02",NA,NA,0
21.02,"2019-07-03",NA,NA,0
21.02,"2019-07-04",NA,NA,0
21.02,"2019-07-27","08:40:34","08:45:14",280
21.02,"2019-07-27","08:48:08","09:22:15",2047
21.02,"2019-07-27","09:54:55","11:39:46",6291
21.02,"2019-07-27","12:26:22","12:49:40",1398
21.02,"2019-07-27","13:24:37","13:59:34",2097
21.02,"2019-07-27","15:32:46","19:14:04",13278
21.02,"2019-07-27","19:14:04","22:00:00",9956
21.02,"2019-07-28","06:00:00","08:14:41",8081
21.02,"2019-07-28","08:49:37","09:59:31",4194
21.02,"2019-07-28","10:57:46","14:50:46",13980
21.02,"2019-07-28","15:25:10","19:59:33",16463
21.02,"2019-07-28","19:59:33","20:03:14",221
21.02,"2019-07-28","20:44:32","22:00:00",4528
21.02,"2019-07-29","20:00:57","22:00:00",7143
21.02,"2019-07-30","20:14:06","22:00:00",6354
21.02,"2019-07-31","06:28:23","21:42:36",54853
21.02,"2019-08-01",NA,NA,0
21.02,"2019-08-02",NA,NA,0
21.02,"2019-08-03",NA,NA,0
21.02,"2019-08-04",NA,NA,0
21.02,"2019-08-05",NA,NA,0
21.02,"2019-08-27","21:41:10","22:00:00",1130
21.02,"2019-08-28","16:41:27","22:00:00",19113
21.02,"2019-08-29","06:00:00","13:41:20",27680
21.02,"2019-08-29","19:55:50","22:00:00",7450
21.02,"2019-08-30","18:37:16","22:00:00",12164
21.02,"2019-08-31","06:00:00","22:00:00",57600
21.02,"2019-09-01","06:00:00","22:00:00",57600
21.02,"2019-09-02","06:00:00","22:00:00",57600
21.02,"2019-09-03","06:00:00","21:19:48",55188
21.02,"2019-09-04",NA,NA,0
21.02,"2019-09-05",NA,NA,0
21.02,"2019-09-06",NA,NA,0
21.02,"2019-09-07",NA,NA,0
21.02,"2019-09-08",NA,NA,0
21.02,"2019-09-27",NA,NA,0
21.02,"2019-09-28",NA,NA,0
21.02,"2019-09-29",NA,NA,0
21.02,"2019-09-30",NA,NA,0
21.02,"2019-10-01",NA,NA,0
21.02,"2019-10-02",NA,NA,0
21.02,"2019-10-03",NA,NA,0
21.02,"2019-10-04",NA,NA,0
21.02,"2019-10-05",NA,NA,0
21.02,"2019-10-28",NA,NA,0
21.02,"2019-10-29",NA,NA,0
21.02,"2019-10-30",NA,NA,0
21.02,"2019-10-31",NA,NA,0
21.02,"2019-11-01",NA,NA,0
21.02,"2019-11-02",NA,NA,0
21.02,"2019-11-03",NA,NA,0
21.02,"2019-11-04",NA,NA,0
21.02,"2019-11-05",NA,NA,0
22,"2019-01-01",NA,NA,0
22,"2019-01-27",NA,NA,0
22,"2019-01-28",NA,NA,0
22,"2019-01-29",NA,NA,0
22,"2019-01-30",NA,NA,0
22,"2019-01-31",NA,NA,0
22,"2019-02-01",NA,NA,0
22,"2019-02-02",NA,NA,0
22,"2019-02-03",NA,NA,0
22,"2019-02-26",NA,NA,0
22,"2019-02-27",NA,NA,0
22,"2019-02-28",NA,NA,0
22,"2019-03-01",NA,NA,0
22,"2019-03-02",NA,NA,0
22,"2019-03-03",NA,NA,0
22,"2019-03-27",NA,NA,0
22,"2019-03-28",NA,NA,0
22,"2019-03-29",NA,NA,0
22,"2019-03-30",NA,NA,0
22,"2019-03-31",NA,NA,0
22,"2019-04-01",NA,NA,0
22,"2019-04-02",NA,NA,0
22,"2019-04-26","14:52:16","15:52:38",3622
22,"2019-04-26","17:21:44","22:00:00",16696
22,"2019-04-27",NA,NA,0
22,"2019-04-28",NA,NA,0
22,"2019-04-29","13:02:02","22:00:00",32278
22,"2019-04-30","06:00:00","13:18:00",26280
22,"2019-05-01",NA,NA,0
22,"2019-05-02",NA,NA,0
22,"2019-05-03",NA,NA,0
22,"2019-05-04",NA,NA,0
22,"2019-05-05",NA,NA,0
22,"2019-05-27","19:40:54","22:00:00",8346
22,"2019-05-28",NA,NA,0
22,"2019-05-29","17:02:33","18:32:01",5368
22,"2019-05-30","17:21:32","17:22:45",73
22,"2019-05-30","17:24:19","20:56:42",12743
22,"2019-05-30","20:57:11","21:43:44",2793
22,"2019-05-31",NA,NA,0
22,"2019-06-01",NA,NA,0
22,"2019-06-02",NA,NA,0
22,"2019-06-03",NA,NA,0
22,"2019-06-04",NA,NA,0
22,"2019-06-05",NA,NA,0
22,"2019-06-06",NA,NA,0
22,"2019-06-07",NA,NA,0
22,"2019-06-08",NA,NA,0
22,"2019-06-26","19:52:30","22:00:00",7650
22,"2019-06-27","20:23:24","22:00:00",5796
22,"2019-06-28","17:47:57","19:42:27",6870
22,"2019-06-28","20:09:06","22:00:00",6654
22,"2019-06-29","06:00:00","16:03:39",36219
22,"2019-06-29","16:05:00","16:08:04",184
22,"2019-06-29","16:13:56","17:28:37",4481
22,"2019-06-29","18:28:48","19:46:04",4636
22,"2019-06-30",NA,NA,0
22,"2019-07-01",NA,NA,0
22,"2019-07-02",NA,NA,0
22,"2019-07-03",NA,NA,0
22,"2019-07-04",NA,NA,0
22,"2019-07-27","06:00:00","22:00:00",57600
22,"2019-07-28",NA,NA,0
22,"2019-07-29","21:54:46","22:00:00",314
22,"2019-07-30",NA,NA,0
22,"2019-07-31","10:07:49","15:32:57",19508
22,"2019-07-31","18:10:56","22:00:00",13744
22,"2019-08-01","06:00:00","22:00:00",57600
22,"2019-08-02",NA,NA,0
22,"2019-08-03",NA,NA,0
22,"2019-08-04",NA,NA,0
22,"2019-08-05",NA,NA,0
22,"2019-08-27",NA,NA,0
22,"2019-08-28","15:23:32","16:32:58",4166
22,"2019-08-28","17:02:33","22:00:00",17847
22,"2019-08-29","21:26:50","22:00:00",1990
22,"2019-08-30","08:35:28","13:31:26",17758
22,"2019-08-30","17:45:41","18:05:25",1184
22,"2019-08-30","21:10:43","21:19:20",517
22,"2019-08-31","20:59:09","22:00:00",3651
22,"2019-09-01",NA,NA,0
22,"2019-09-02",NA,NA,0
22,"2019-09-03",NA,NA,0
22,"2019-09-04",NA,NA,0
22,"2019-09-05",NA,NA,0
22,"2019-09-06",NA,NA,0
22,"2019-09-07",NA,NA,0
22,"2019-09-08",NA,NA,0
22,"2019-09-27",NA,NA,0
22,"2019-09-28",NA,NA,0
22,"2019-09-29",NA,NA,0
22,"2019-09-30",NA,NA,0
22,"2019-10-01",NA,NA,0
22,"2019-10-02",NA,NA,0
22,"2019-10-03",NA,NA,0
22,"2019-10-04",NA,NA,0
22,"2019-10-05",NA,NA,0
22,"2019-10-28",NA,NA,0
22,"2019-10-29",NA,NA,0
22,"2019-10-30",NA,NA,0
22,"2019-10-31",NA,NA,0
22,"2019-11-01",NA,NA,0
22,"2019-11-02",NA,NA,0
22,"2019-11-03",NA,NA,0
22,"2019-11-04",NA,NA,0
22,"2019-11-05",NA,NA,0
23,"2019-01-01",NA,NA,0
23,"2019-01-27",NA,NA,0
23,"2019-01-28",NA,NA,0
23,"2019-01-29","12:23:19","15:33:14",11395
23,"2019-01-30",NA,NA,0
23,"2019-01-31",NA,NA,0
23,"2019-02-01",NA,NA,0
23,"2019-02-02",NA,NA,0
23,"2019-02-03",NA,NA,0
23,"2019-02-26",NA,NA,0
23,"2019-02-27",NA,NA,0
23,"2019-02-28",NA,NA,0
23,"2019-03-01",NA,NA,0
23,"2019-03-02",NA,NA,0
23,"2019-03-03",NA,NA,0
23,"2019-03-27",NA,NA,0
23,"2019-03-28",NA,NA,0
23,"2019-03-29",NA,NA,0
23,"2019-03-30","17:50:45","19:34:59",6254
23,"2019-03-30","20:40:55","20:42:22",87
23,"2019-03-30","21:09:59","22:00:00",3001
23,"2019-03-31","06:00:00","22:00:00",57600
23,"2019-04-01","06:00:00","13:18:33",26313
23,"2019-04-02",NA,NA,0
23,"2019-04-26","06:17:19","21:43:00",55541
23,"2019-04-27","19:00:40","22:00:00",10760
23,"2019-04-28","08:27:48","22:00:00",48732
23,"2019-04-29","06:00:00","22:00:00",57600
23,"2019-04-30","21:31:33","22:00:00",1707
23,"2019-05-01","06:00:00","22:00:00",57600
23,"2019-05-02",NA,NA,0
23,"2019-05-03",NA,NA,0
23,"2019-05-04",NA,NA,0
23,"2019-05-05",NA,NA,0
23,"2019-05-27","06:12:26","22:00:00",56854
23,"2019-05-28","16:51:31","20:55:52",14661
23,"2019-05-29","06:00:00","22:00:00",57600
23,"2019-05-30",NA,NA,0
23,"2019-05-31","21:10:48","22:00:00",2952
23,"2019-06-01",NA,NA,0
23,"2019-06-02",NA,NA,0
23,"2019-06-03",NA,NA,0
23,"2019-06-04",NA,NA,0
23,"2019-06-05",NA,NA,0
23,"2019-06-06",NA,NA,0
23,"2019-06-07",NA,NA,0
23,"2019-06-08",NA,NA,0
23,"2019-06-26","15:10:39","22:00:00",24561
23,"2019-06-27",NA,NA,0
23,"2019-06-28","09:32:47","22:00:00",44833
23,"2019-06-29","09:24:59","09:26:06",67
23,"2019-06-29","09:28:57","22:00:00",45063
23,"2019-06-30","19:22:51","22:00:00",9429
23,"2019-07-01",NA,NA,0
23,"2019-07-02",NA,NA,0
23,"2019-07-03",NA,NA,0
23,"2019-07-04",NA,NA,0
23,"2019-07-27","06:00:00","22:00:00",57600
23,"2019-07-28","10:36:52","22:00:00",40988
23,"2019-07-29","06:00:00","11:17:10",19030
23,"2019-07-29","21:36:32","22:00:00",1408
23,"2019-07-30","17:50:39","19:22:06",5487
23,"2019-07-31","17:13:37","22:00:00",17183
23,"2019-08-01",NA,NA,0
23,"2019-08-02",NA,NA,0
23,"2019-08-03",NA,NA,0
23,"2019-08-04",NA,NA,0
23,"2019-08-05",NA,NA,0
23,"2019-08-27","16:00:05","21:26:27",19582
23,"2019-08-28","06:00:00","13:40:54",27654
23,"2019-08-28","16:24:52","21:35:19",18627
23,"2019-08-28","21:36:29","22:00:00",1411
23,"2019-08-29","06:00:00","22:00:00",57600
23,"2019-08-30","18:04:29","20:10:09",7540
23,"2019-08-30","20:32:24","20:45:23",779
23,"2019-08-31","14:59:23","21:01:28",21725
23,"2019-08-31","21:02:09","22:00:00",3471
23,"2019-09-01",NA,NA,0
23,"2019-09-02",NA,NA,0
23,"2019-09-03",NA,NA,0
23,"2019-09-04",NA,NA,0
23,"2019-09-05",NA,NA,0
23,"2019-09-06",NA,NA,0
23,"2019-09-07",NA,NA,0
23,"2019-09-08",NA,NA,0
23,"2019-09-27",NA,NA,0
23,"2019-09-28",NA,NA,0
23,"2019-09-29",NA,NA,0
23,"2019-09-30",NA,NA,0
23,"2019-10-01",NA,NA,0
23,"2019-10-02",NA,NA,0
23,"2019-10-03",NA,NA,0
23,"2019-10-04",NA,NA,0
23,"2019-10-05",NA,NA,0
23,"2019-10-28","11:23:09","21:50:09",37620
23,"2019-10-29","12:24:05","22:00:00",34555
23,"2019-10-30","13:42:45","21:20:39",27474
23,"2019-10-31","11:16:32","16:43:55",19643
23,"2019-10-31","20:24:47","22:00:00",5713
23,"2019-11-01","06:00:00","16:21:16",37276
23,"2019-11-02",NA,NA,0
23,"2019-11-03",NA,NA,0
23,"2019-11-04",NA,NA,0
23,"2019-11-05",NA,NA,0
24,"2019-01-01",NA,NA,0
24,"2019-01-27",NA,NA,0
24,"2019-01-28",NA,NA,0
24,"2019-01-29","14:57:13","22:00:00",25367
24,"2019-01-30",NA,NA,0
24,"2019-01-31",NA,NA,0
24,"2019-02-01",NA,NA,0
24,"2019-02-02",NA,NA,0
24,"2019-02-03",NA,NA,0
24,"2019-02-26",NA,NA,0
24,"2019-02-27",NA,NA,0
24,"2019-02-28",NA,NA,0
24,"2019-03-01",NA,NA,0
24,"2019-03-02",NA,NA,0
24,"2019-03-03",NA,NA,0
24,"2019-03-27",NA,NA,0
24,"2019-03-28",NA,NA,0
24,"2019-03-29",NA,NA,0
24,"2019-03-30","18:03:19","18:09:31",372
24,"2019-03-30","18:12:45","19:31:50",4745
24,"2019-03-30","19:45:45","22:00:00",8055
24,"2019-03-31",NA,NA,0
24,"2019-04-01",NA,NA,0
24,"2019-04-02",NA,NA,0
24,"2019-04-26","14:33:49","16:16:56",6187
24,"2019-04-26","18:32:22","18:45:32",790
24,"2019-04-26","19:20:41","19:37:09",988
24,"2019-04-26","19:38:13","20:54:45",4592
24,"2019-04-26","20:57:34","22:00:00",3746
24,"2019-04-27","17:49:57","19:44:45",6888
24,"2019-04-27","19:48:50","20:19:58",1868
24,"2019-04-27","20:46:44","21:05:45",1141
24,"2019-04-27","21:22:48","22:00:00",2232
24,"2019-04-28","20:28:13","22:00:00",5507
24,"2019-04-29","16:22:59","16:30:53",474
24,"2019-04-29","20:21:26","22:00:00",5914
24,"2019-04-30","19:36:50","20:05:30",1720
24,"2019-04-30","20:16:35","21:27:58",4283
24,"2019-04-30","21:49:46","22:00:00",614
24,"2019-05-01",NA,NA,0
24,"2019-05-02",NA,NA,0
24,"2019-05-03",NA,NA,0
24,"2019-05-04",NA,NA,0
24,"2019-05-05",NA,NA,0
24,"2019-05-27","15:52:12","16:02:25",613
24,"2019-05-27","21:49:22","22:00:00",638
24,"2019-05-28","20:39:08","22:00:00",4852
24,"2019-05-29",NA,NA,0
24,"2019-05-30",NA,NA,0
24,"2019-05-31","12:26:26","15:14:10",10064
24,"2019-06-01",NA,NA,0
24,"2019-06-02",NA,NA,0
24,"2019-06-03",NA,NA,0
24,"2019-06-04",NA,NA,0
24,"2019-06-05",NA,NA,0
24,"2019-06-06",NA,NA,0
24,"2019-06-07",NA,NA,0
24,"2019-06-08",NA,NA,0
24,"2019-06-26","12:50:31","19:44:16",24825
24,"2019-06-27","21:31:03","22:00:00",1737
24,"2019-06-28","19:04:15","22:00:00",10545
24,"2019-06-29","06:00:00","13:36:02",27362
24,"2019-06-29","13:38:57","14:26:08",2831
24,"2019-06-30",NA,NA,0
24,"2019-07-01",NA,NA,0
24,"2019-07-02",NA,NA,0
24,"2019-07-03",NA,NA,0
24,"2019-07-04",NA,NA,0
24,"2019-07-27",NA,NA,0
24,"2019-07-28","10:33:49","22:00:00",41171
24,"2019-07-29","06:00:00","11:08:23",18503
24,"2019-07-29","12:21:52","22:00:00",34688
24,"2019-07-30","18:26:56","22:00:00",12784
24,"2019-07-31",NA,NA,0
24,"2019-08-01",NA,NA,0
24,"2019-08-02",NA,NA,0
24,"2019-08-03",NA,NA,0
24,"2019-08-04",NA,NA,0
24,"2019-08-05",NA,NA,0
24,"2019-08-27","19:27:53","22:00:00",9127
24,"2019-08-28","08:07:03","22:00:00",49977
24,"2019-08-29","06:00:00","14:19:01",29941
24,"2019-08-29","14:47:54","22:00:00",25926
24,"2019-08-30","11:02:19","20:01:32",32353
24,"2019-08-30","20:14:38","21:05:45",3067
24,"2019-08-30","21:11:00","21:19:59",539
24,"2019-08-30","21:26:56","22:00:00",1984
24,"2019-08-31","21:43:36","22:00:00",984
24,"2019-09-01",NA,NA,0
24,"2019-09-02",NA,NA,0
24,"2019-09-03",NA,NA,0
24,"2019-09-04",NA,NA,0
24,"2019-09-05",NA,NA,0
24,"2019-09-06",NA,NA,0
24,"2019-09-07",NA,NA,0
24,"2019-09-08",NA,NA,0
24,"2019-09-27",NA,NA,0
24,"2019-09-28",NA,NA,0
24,"2019-09-29",NA,NA,0
24,"2019-09-30",NA,NA,0
24,"2019-10-01",NA,NA,0
24,"2019-10-02",NA,NA,0
24,"2019-10-03",NA,NA,0
24,"2019-10-04",NA,NA,0
24,"2019-10-05",NA,NA,0
24,"2019-10-28",NA,NA,0
24,"2019-10-29",NA,NA,0
24,"2019-10-30",NA,NA,0
24,"2019-10-31","11:14:29","16:43:51",19762
24,"2019-10-31","19:28:18","19:35:08",410
24,"2019-10-31","19:38:24","19:50:32",728
24,"2019-10-31","20:57:39","22:00:00",3741
24,"2019-11-01","06:00:00","14:17:38",29858
24,"2019-11-02",NA,NA,0
24,"2019-11-03",NA,NA,0
24,"2019-11-04",NA,NA,0
24,"2019-11-05",NA,NA,0
25,"2019-01-01",NA,NA,0
25,"2019-01-27",NA,NA,0
25,"2019-01-28","11:40:52","16:48:03",18431
25,"2019-01-29",NA,NA,0
25,"2019-01-30",NA,NA,0
25,"2019-01-31",NA,NA,0
25,"2019-02-01",NA,NA,0
25,"2019-02-02",NA,NA,0
25,"2019-02-03",NA,NA,0
25,"2019-02-26",NA,NA,0
25,"2019-02-27",NA,NA,0
25,"2019-02-28",NA,NA,0
25,"2019-03-01",NA,NA,0
25,"2019-03-02",NA,NA,0
25,"2019-03-03",NA,NA,0
25,"2019-03-27",NA,NA,0
25,"2019-03-28",NA,NA,0
25,"2019-03-29",NA,NA,0
25,"2019-03-30",NA,NA,0
25,"2019-03-31",NA,NA,0
25,"2019-04-01",NA,NA,0
25,"2019-04-02",NA,NA,0
25,"2019-04-26","14:00:12","15:12:26",4334
25,"2019-04-26","15:16:17","16:57:32",6075
25,"2019-04-26","17:03:51","22:00:00",17769
25,"2019-04-27","19:54:43","19:56:31",108
25,"2019-04-27","20:41:42","22:00:00",4698
25,"2019-04-28","06:00:00","15:08:00",32880
25,"2019-04-28","18:20:56","19:09:39",2923
25,"2019-04-29","20:35:17","22:00:00",5083
25,"2019-04-30","21:50:08","22:00:00",592
25,"2019-05-01",NA,NA,0
25,"2019-05-02",NA,NA,0
25,"2019-05-03",NA,NA,0
25,"2019-05-04",NA,NA,0
25,"2019-05-05",NA,NA,0
25,"2019-05-27","15:37:06","17:46:19",7753
25,"2019-05-28","12:07:23","22:00:00",35557
25,"2019-05-29","19:06:49","22:00:00",10391
25,"2019-05-30","21:13:01","22:00:00",2819
25,"2019-05-31","06:00:00","20:20:41",51641
25,"2019-05-31","20:38:01","20:45:04",423
25,"2019-05-31","21:27:11","22:00:00",1969
25,"2019-06-01","06:00:00","22:00:00",57600
25,"2019-06-02","06:00:00","22:00:00",57600
25,"2019-06-03","06:00:00","22:00:00",57600
25,"2019-06-04","06:00:00","22:00:00",57600
25,"2019-06-05","06:00:00","22:00:00",57600
25,"2019-06-06","06:00:00","22:00:00",57600
25,"2019-06-07",NA,NA,0
25,"2019-06-08",NA,NA,0
25,"2019-06-26","15:34:23","22:00:00",23137
25,"2019-06-27","21:03:31","22:00:00",3389
